Review text,Ratings,sentiment,clean_review
"shuttle not Good ,even  1 match it will come,think twice before purchaseREAD MORE",1,0,shuttle not good even match come think twice purchaseread
Its okkREAD MORE,2,0,okkread
1st time order quantity is good but next time quality is very poor . Shuttle not looking same also .READ MORE,2,0,time order quantity good next time quality poor shuttle not looking also read
Nice product for practiceREAD MORE,5,1,nice product practiceread
ExcellentREAD MORE,5,1,excellentread
Good oneREAD MORE,5,1,good oneread
NiceREAD MORE,5,1,niceread
GoodREAD MORE,4,1,goodread
It is good .READ MORE,5,1,good read
Original product with great discountREAD MORE,5,1,original product great discountread
"Absolutely good quality shuttles,and great packing by the team.READ MORE",5,1,absolutely good quality shuttle great packing team read
"Dear Retailnet, this is the second order, second order  was ifferent to first one. this one the packing look different and the quality was nice.thanks happy with the second orderREAD MORE",5,1,dear retailnet second order second order ifferent first one one packing look different quality nice thanks happy second orderread
"Best cicks,but price was very highest please think itREAD MORE",5,1,best cicks price highest please think itread
Poor product...READ MORE,2,0,poor product read
Poor qualityREAD MORE,2,0,poor qualityread
Value for moneyREAD MORE,5,1,value moneyread
Not so good.READ MORE,2,0,not good read
Quality not good and rotate the cork new oneREAD MORE,2,0,quality not good rotate cork new oneread
Very worst productREAD MORE,1,0,worst productread
Best qualityREAD MORE,5,1,best qualityread
One roll of corks Only two piece of cork is goodBut other four corks is waste after one match corks rolling So don't buy this productREAD MORE,1,0,one roll cork two piece cork goodbut four cork waste one match cork rolling buy productread
Bad quality .READ MORE,1,0,bad quality read
Nice product and packingREAD MORE,4,1,nice product packingread
This seems to be duplicate...general shuttle can be used around 3 to 5 days..but this online purchased product cannot be used more than 1 day...you can feel the difference with the shuttle while playingREAD MORE,1,0,seems duplicate general shuttle used around day online purchased product cannot used day feel difference shuttle playingread
SuperREAD MORE,5,1,superread
Going bad quickly. 1 to 2 days.READ MORE,1,0,going bad quickly day read
"Extremely good,fully satisfied with its quality wishes to place repeat orderREAD MORE",5,1,extremely good fully satisfied quality wish place repeat orderread
Best shuttle corkREAD MORE,5,1,best shuttle corkread
Good quality productREAD MORE,5,1,good quality productread
You. Should definitely buy thisREAD MORE,5,1,definitely buy thisread
"Nice quality, genuine product and affordable priceREAD MORE",5,1,nice quality genuine product affordable priceread
It is good for outdoor. Easy to spoil when it contact with water.READ MORE,4,1,good outdoor easy spoil contact water read
Nice must buyREAD MORE,5,1,nice must buyread
Nice oneREAD MORE,5,1,nice oneread
Excellent 👌READ MORE,5,1,excellent read
Thanks FlipkartREAD MORE,5,1,thanks flipkartread
As expected... Nice..READ MORE,4,1,expected nice read
Superb..READ MORE,5,1,superb read
Good productsREAD MORE,4,1,good productsread
NiceREAD MORE,4,1,niceread
Nice product and longlifeREAD MORE,5,1,nice product longliferead
WorthyREAD MORE,4,1,worthyread
Very nice product thank you Flipkart original Mavis 350 ....READ MORE,5,1,nice product thank flipkart original mavis read
Nice product. .READ MORE,5,1,nice product read
I received original product.READ MORE,4,1,received original product read
"Very good shutles ,READ MORE",5,1,good shutles read
One ball play on one weekREAD MORE,4,1,one ball play one weekread
Genuine productREAD MORE,5,1,genuine productread
Best products of whole yonex companyREAD MORE,5,1,best product whole yonex companyread
Bad quality...READ MORE,1,0,bad quality read
Very niceREAD MORE,5,1,niceread
OkREAD MORE,4,1,okread
"It was a genuine product, received in perfect condition.READ MORE",5,1,genuine product received perfect condition read
Easily got damagedREAD MORE,1,0,easily got damagedread
Worst boxREAD MORE,1,0,worst boxread
On time delivery and quality was goodREAD MORE,5,1,time delivery quality goodread
THIS SHTLES ARE VERY NICE AND ORIGNAL .ONE CAN BUY FROM THIS SITEREAD MORE,5,1,shtles nice orignal one buy siteread
Nice 👍👍👍READ MORE,5,1,nice read
Some shuttle quality wise not good actually we need to hit the shuttle with more power even thought it won't.READ MORE,4,1,shuttle quality wise not good actually need hit shuttle power even thought read
Very bad not goodREAD MORE,1,0,bad not goodread
Very bad productREAD MORE,1,0,bad productread
Very poor quality. Don't buy.READ MORE,1,0,poor quality buy read
It's goodREAD MORE,4,1,goodread
Nice... Cost was highREAD MORE,5,1,nice cost highread
Product is good prices are highREAD MORE,4,1,product good price highread
Quality not goodREAD MORE,1,0,quality not goodread
Good.READ MORE,4,1,good read
FantasticREAD MORE,5,1,fantasticread
Full Balanced Shuttle Great Experience with FlipkartREAD MORE,5,1,full balanced shuttle great experience flipkartread
OkayREAD MORE,5,1,okayread
shuttle are very smooth i like itREAD MORE,5,1,shuttle smooth like itread
350 best shuttle for intermediate players.READ MORE,5,1,best shuttle intermediate player read
Superb qualityREAD MORE,5,1,superb qualityread
Very worestREAD MORE,1,0,worestread
Good Quality and more discount. 👌👌READ MORE,5,1,good quality discount read
Good product qualityREAD MORE,5,1,good product qualityread
"This set of shuttle is very fine and long lastic , sustainable.READ MORE",5,1,set shuttle fine long lastic sustainable read
Worth to buyREAD MORE,5,1,worth buyread
"Prodct is good, long lasting and powerfull.READ MORE",5,1,prodct good long lasting powerfull read
Reliable product with best serviceREAD MORE,5,1,reliable product best serviceread
Great shuttleREAD MORE,4,1,great shuttleread
Well conditionREAD MORE,4,1,well conditionread
Always good...READ MORE,5,1,always good read
"Product is good,but price costlyREAD MORE",5,1,product good price costlyread
Great shuttle best in allREAD MORE,4,1,great shuttle best allread
It's nothing to say hate but it's fantastic....READ MORE,5,1,nothing say hate fantastic read
GoodproductREAD MORE,5,1,goodproductread
Valuable product 👍READ MORE,5,1,valuable product read
Very goodREAD MORE,4,1,goodread
Best QualityREAD MORE,5,1,best qualityread
Nice shuttleREAD MORE,5,1,nice shuttleread
Durable and pretty smooth while controllingREAD MORE,5,1,durable pretty smooth controllingread
Good oneREAD MORE,4,1,good oneread
"Nice,READ MORE",5,1,nice read
Good 😊READ MORE,5,1,good read
Gud qualityREAD MORE,5,1,gud qualityread
Worst product no qulityREAD MORE,1,0,worst product qulityread
"Awesome.,..got at such a price.....thank you so much flipkartREAD MORE",5,1,awesome got price thank much flipkartread
Very nice productsREAD MORE,5,1,nice productsread
As expected. Thank youREAD MORE,5,1,expected thank youread
Using this product Mavis 350 for years . But this time very poor quality shuttles received..READ MORE,2,0,using product mavis year time poor quality shuttle received read
